CARTERA;COLOC_TOTAL;CART_VENCIDA;INS_COD;PERIODO;INDICADOR_CARTERA_VENCIDA
Adeudado por bancos:;88117,9818790000;0,00000000;999;202312;0,00000000000000e+00
Colocaciones a personas - subtotal:;102204516,5235430002;545522,00000000;999;202312;5,33755276729222e-01
Colocaciones comerciales;109678786,0939786136;1434774,00000000;999;202312;1,30815999255372e+00
Colocaciones comerciales:;12952524,2043750007;209122,00000000;999;202312;1,61452699643954e+00
Colocaciones de consumo:;2465420,4227539999;35539,00000000;999;202312;1,44149856438283e+00
Colocaciones para vivienda:;6739675,9568860000;25378,00000000;999;202312;3,76546293358081e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;224835826,8218966126;2189418,00000000;999;202312;9,73785197380640e-01
TOTAL:;226781236,0998696089;2189418,00000000;999;202312;9,65431725151999e-01
Adeudado por bancos:;94928,6845710000;0,00000000;999;202401;0,00000000000000e+00
Colocaciones a personas - subtotal:;102386951,5999339968;562108,00000000;999;202401;5,49003550956744e-01
Colocaciones comerciales;110689003,2205145061;1476157,00000000;999;202401;1,33360763675792e+00
Colocaciones comerciales:;12979557,2835620008;207289,00000000;999;202401;1,59704214459242e+00
Colocaciones de consumo:;2494287,4785529999;40094,00000000;999;202401;1,60743299819071e+00
Colocaciones para vivienda:;6747676,4051289996;26523,00000000;999;202401;3,93068641819271e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;226055512,1040105224;2245554,00000000;999;202401;9,93363965823933e-01
TOTAL:;227977081,8303775191;2245554,00000000;999;202401;9,84991114883542e-01
Adeudado por bancos:;99690,9794980000;0,00000000;999;202402;0,00000000000000e+00
Colocaciones a personas - subtotal:;102557534,9103589952;591418,00000000;999;202402;5,76669476813120e-01
Colocaciones comerciales;111671260,7323341817;1520496,00000000;999;202402;1,36158219225669e+00
Colocaciones comerciales:;13040588,3693330009;241555,00000000;999;202402;1,85233206630503e+00
Colocaciones de consumo:;2484736,1812849999;43466,00000000;999;202402;1,74932052454443e+00
Colocaciones para vivienda:;6783079,4557699999;27323,00000000;999;202402;4,02811144674972e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;227269384,0120261908;2353469,00000000;999;202402;1,03554159317626e+00
TOTAL:;229348190,5991111994;2353469,00000000;999;202402;1,02615546861398e+00
Adeudado por bancos:;118543,9605240000;0,00000000;999;202403;0,00000000000000e+00
Colocaciones a personas - subtotal:;103388018,7388129979;593653,00000000;999;202403;5,74199029289586e-01
Colocaciones comerciales;111845650,8590553999;1575677,00000000;999;202403;1,40879595039920e+00
Colocaciones comerciales:;12936325,8526339997;234718,00000000;999;202403;1,81441007805326e+00
Colocaciones de consumo:;2491714,8310210002;43938,00000000;999;202403;1,76336390717697e+00
Colocaciones para vivienda:;6835038,0810650000;27046,00000000;999;202403;3,95696405480536e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;228169995,4505023956;2404048,00000000;999;202403;1,05362144363171e+00
TOTAL:;230491823,5301494002;2404048,00000000;999;202403;1,04300793111888e+00
Adeudado por bancos:;116451,2058210000;0,00000000;999;202404;0,00000000000000e+00
Colocaciones a personas - subtotal:;103977552,6318670064;595234,00000000;999;202404;5,72463945278101e-01
Colocaciones comerciales;111171255,5822832882;1628556,00000000;999;202404;1,46490744524750e+00
Colocaciones comerciales:;12892061,0733300000;238127,00000000;999;202404;1,84708246916870e+00
Colocaciones de consumo:;2494507,5525139999;45937,00000000;999;202404;1,84152579348593e+00
Colocaciones para vivienda:;6882434,4092130000;27896,00000000;999;202404;4,05321697837871e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;228040869,2874802947;2461917,00000000;999;202404;1,07959463919442e+00
TOTAL:;230377912,8776022792;2461917,00000000;999;202404;1,06864280922104e+00
Adeudado por bancos:;114233,4274310000;0,00000000;999;202405;0,00000000000000e+00
Colocaciones a personas - subtotal:;104291886,0123479962;591272,00000000;999;202405;5,66939598666376e-01
Colocaciones comerciales;110273720,4334422052;1617567,00000000;999;202405;1,46686535435822e+00
Colocaciones comerciales:;12537395,2662950009;237188,00000000;999;202405;1,89184431823448e+00
Colocaciones de consumo:;2464194,6760600000;46666,00000000;999;202405;1,89376271499029e+00
Colocaciones para vivienda:;6921131,2941699997;28320,00000000;999;202405;4,09181661152062e-01
Créditos y cuentas por cobrar a clientes (sin provisiones) - subtotal:;227103001,7120851874;2446027,00000000;999;202405;1,07705621746955e+00
TOTAL:;228811354,0778782070;2446027,00000000;999;202405;1,06901469547157e+00
